OBJECTID,Owner,Path,Source,Type,HIFLD_ID,Name,Max_Voltage,ZIP_CODE,STATE,COUNTY,CITY,Lon,Lat
3801,,,HIFLD,TAP,305360,Unknown,60,94565,CA,Contra Costa County,Pittsburg,-121.8754576,38.01406621
3802,,,HIFLD,TAP,305364,Unknown,66,93021,CA,Ventura County,Unincorporated,-118.9331412,34.27280381
3803,,,HIFLD,TAP,305369,Stockton A Tap,115,95206,CA,San Joaquin County,Stockton,-121.3093354,37.90888808
3804,,,HIFLD,TAP,305371,Hilltop Tap,,96101,CA,Modoc County,Unincorporated,-120.6320127,41.53881241
3805,,,HIFLD,TAP,305372,Unknown,69,91901,CA,San Diego County,Unincorporated,-116.6973538,32.7696584
3806,,,HIFLD,TAP,305374,Unknown,115,95966,CA,Butte County,Unincorporated,-121.5397571,39.49187728
3807,,,HIFLD,TAP,305375,Unknown,66,92833,CA,Orange County,Fullerton,-117.9679047,33.85903927
3808,,,HIFLD,TAP,305376,Unknown,60,95742,CA,Sacramento County,Unincorporated,-121.178714,38.60317185
3809,,,HIFLD,TAP,305378,Deepwater Tap,115,95605,CA,Yolo County,West Sacramento,-121.5648229,38.58337995
3810,,,HIFLD,TAP,305379,Rossmoor Tap 1,230,94595,CA,Contra Costa County,Walnut Creek,-122.076035,37.85579065
3811,,,HIFLD,TAP,305384,Unknown,60,95624,CA,Sacramento County,Unincorporated,-121.2232536,38.50175094
3812,,,HIFLD,TAP,305388,Unknown,115,93610,CA,Madera County,Chowchilla,-120.233418,37.105938
3813,,,HIFLD,TAP,305391,Unknown,60,95776,CA,Yolo County,Unincorporated,-121.6925761,38.74906676
3814,,,HIFLD,TAP,305393,Unknown,60,95212,CA,San Joaquin County,Unincorporated,-121.278967,38.03705187
3815,,,HIFLD,TAP,305394,Unknown,66,92821,CA,Orange County,Brea,-117.8640601,33.92339751
3816,,,HIFLD,TAP,305395,Unknown,92,92201,CA,Riverside County,Indio,-116.2340125,33.69994323
3817,,,HIFLD,TAP,305397,Unknown,66,90815,CA,Los Angeles County,Long Beach,-118.107789,33.788541
3818,,,HIFLD,TAP,305399,Unknown,115,93280,CA,Kern County,Unincorporated,-119.4547671,35.71777839
3819,,,HIFLD,TAP,305403,Unknown,70,93313,CA,Kern County,Unincorporated,-119.0648352,35.06507172
3820,,,HIFLD,TAP,305406,Unknown,60,95829,CA,Sacramento County,Unincorporated,-121.3163242,38.49629304
3821,,,HIFLD,TAP,305408,Unknown,60,95632,CA,Sacramento County,Unincorporated,-121.3115519,38.26505669
3822,,,HIFLD,TAP,305410,Unknown,115,92345,CA,San Bernardino County,Hesperia,-117.2939585,34.41280656
3823,,,HIFLD,TAP,305415,Unknown,66,91709,CA,San Bernardino County,Chino Hills,-117.7690764,34.00292924
3824,,,HIFLD,TAP,305420,Unknown,60,95632,CA,Sacramento County,Unincorporated,-121.3211696,38.291079
3825,,,HIFLD,TAP,305421,Unknown,66,91731,CA,Los Angeles County,El Monte,-118.0451551,34.082148
3826,,,HIFLD,TAP,305422,Unknown,60,95757,CA,Sacramento County,Unincorporated,-121.4176762,38.37219245
3827,,,HIFLD,TAP,305426,Unknown,66,90621,CA,Orange County,Fullerton,-117.9764269,33.85898399
3828,,,HIFLD,TAP,305429,Unknown,60,95356,CA,Stanislaus County,Modesto,-121.0129124,37.70374504
3829,,,HIFLD,TAP,305433,Unknown,70,93268,CA,Kern County,Unincorporated,-119.3454292,35.10813566
3830,,,HIFLD,TAP,305436,Unknown,66,91770,CA,Los Angeles County,Rosemead,-118.0750242,34.090826
3831,,,HIFLD,TAP,305437,Unknown,66,91710,CA,San Bernardino County,Chino,-117.6674695,34.02657728
3832,,,HIFLD,TAP,305438,Unknown,70,93306,CA,Kern County,Unincorporated,-118.8787266,35.36186883
3833,,,HIFLD,TAP,305439,Bunker Tap,115,92571,CA,Riverside County,Perris,-117.2214811,33.83031132
3834,,,HIFLD,TAP,305441,Ralston Tap,60,94402,CA,San Mateo County,Unincorporated,-122.3397901,37.51157773
3835,,,HIFLD,TAP,305444,Unknown,66,93215,CA,Kern County,Unincorporated,-119.0985401,35.76174635
3836,,,HIFLD,TAP,305445,Unknown,70,93311,CA,Kern County,Unincorporated,-119.2965141,35.09396163
3837,,,HIFLD,TAP,305449,Las Positas Tap,60,94551,CA,Alameda County,Livermore,-121.73278,37.70478198
3838,,,HIFLD,TAP,305450,Unknown,66,93501,CA,Kern County,Unincorporated,-118.3196545,35.07154447
3839,,,HIFLD,TAP,305453,Unknown,60,95823,CA,Sacramento County,Sacramento,-121.4180155,38.43819293
3840,,,HIFLD,TAP,305463,Unknown,60,95757,CA,Sacramento County,Elk Grove,-121.4176614,38.37959999
3841,,,HIFLD,TAP,305464,MWD Eastside Res Tap,115,92596,CA,Riverside County,Unincorporated,-117.0758879,33.71414516
3842,,,HIFLD,TAP,305465,Unknown,115,95630,CA,Sacramento County,Folsom,-121.146791,38.690908
3843,,,HIFLD,TAP,305468,SS3143 Tap,66,90027,CA,Los Angeles County,Los Angeles,-118.2676478,34.11236797
3844,,,HIFLD,TAP,305472,Unknown,60,95436,CA,Sonoma County,Unincorporated,-122.8817211,38.4904027
3845,,,HIFLD,TAP,305475,Unknown,,93280,CA,Kern County,Unincorporated,-119.2770064,35.6018165
3846,,,HIFLD,TAP,305477,Unknown,60,96080,CA,Tehama County,Unincorporated,-122.1488166,40.24793375
3847,,,HIFLD,TAP,305478,Union Chemical Tap,60,94572,CA,Contra Costa County,Unincorporated,-122.234651,38.00446
3848,,,HIFLD,TAP,305479,Unknown,60,95240,CA,San Joaquin County,Unincorporated,-121.180787,38.10163901
3849,,,HIFLD,TAP,305481,Unknown,60,94551,CA,Alameda County,Unincorporated,-121.677594,37.75208203
3850,,,HIFLD,TAP,305483,Unknown,66,91765,CA,Los Angeles County,Diamond Bar,-117.8213611,34.005862
3851,,,HIFLD,TAP,305484,Unknown,66,93240,CA,Kern County,Unincorporated,-118.4774405,35.63454712
3852,,,HIFLD,TAP,305486,Unknown,60,95542,CA,Humboldt County,Unincorporated,-123.63893,40.059415
3853,,,HIFLD,TAP,305487,Unknown,60,95948,CA,Butte County,Gridley,-121.6849287,39.36470401
3854,,,HIFLD,TAP,305488,Unknown,66,93292,CA,Tulare County,Unincorporated,-119.2519135,36.29283179
3855,,,HIFLD,TAP,305489,Unknown,60,95203,CA,San Joaquin County,Stockton,-121.330802,37.9484
3856,,,HIFLD,TAP,305490,Unknown,60,95205,CA,San Joaquin County,Stockton,-121.260884,37.94792467
3857,,,HIFLD,DEAD END,305511,Unknown,66,91709,CA,San Bernardino County,Chino Hills,-117.7410183,33.98320315
3858,,,HIFLD,SUBSTATION,305517,Mecca,92,92254,CA,Riverside County,Unincorporated,-116.060288,33.55580048
3859,,,HIFLD,SUBSTATION,305521,Unknown,230,93245,CA,Kings County,Unincorporated,-119.9169165,36.23353077
3860,,,HIFLD,RISER,305524,Unknown,60,95678,CA,Placer County,Roseville,-121.2915629,38.73673669
3861,,,HIFLD,SUBSTATION,305538,Kasson-Banta Carbona Junction,115,95304,CA,San Joaquin County,Unincorporated,-121.388713,37.710755
3862,,,HIFLD,RISER,305547,Unknown,,92374,CA,San Bernardino County,Redlands,-117.2078698,34.07019601
3863,,,HIFLD,NOT AVAILABLE,305564,Unknown,60,93960,CA,Monterey County,Soledad,-121.319188,36.415931
3864,,,HIFLD,NOT AVAILABLE,305571,Unknown,66,92646,CA,Orange County,Unincorporated,-117.9546049,33.64327898
3865,,,HIFLD,SUBSTATION,305591,Unknown,,93536,CA,Kern County,Unincorporated,-118.5102636,34.82896042
3866,,,HIFLD,SUBSTATION,305631,Unknown,,93314,CA,Kern County,Bakersfield,-119.1311289,35.4396942
3867,,,HIFLD,SUBSTATION,305642,Unknown,,93307,CA,Kern County,Unincorporated,-118.8587078,35.29538622
3868,,,HIFLD,SUBSTATION,305675,Unknown,,94571,CA,Solano County,Unincorporated,-121.8323503,38.1277723
3869,,,HIFLD,RISER,305698,Unknown,,93534,CA,Los Angeles County,Lancaster,-118.144385,34.697202
3870,,,HIFLD,SUBSTATION,305731,Unknown,,92249,CA,Imperial County,Unincorporated,-115.5242849,32.72910757
3871,,,HIFLD,SUBSTATION,305760,Unknown,,93230,CA,Kings County,Hanford,-119.6488942,36.32378045
3872,,,HIFLD,NOT AVAILABLE,305794,Unknown,60,94577,CA,Alameda County,San Leandro,-122.1628185,37.71743094
3873,,,HIFLD,RISER,305797,Unknown,66,92653,CA,Orange County,Irvine,-117.7315229,33.6298926
3874,,,HIFLD,SUBSTATION,305821,Unknown,,93622,CA,Fresno County,Unincorporated,-120.6468175,36.84803644
3875,,,HIFLD,SUBSTATION,305825,Unknown,66,91764,CA,San Bernardino County,Ontario,-117.611102,34.0850074
3876,,,HIFLD,SUBSTATION,305852,Unknown,60,93234,CA,Fresno County,Unincorporated,-120.1361622,36.13717773
3877,,,HIFLD,RISER,305887,Unknown,66,91710,CA,San Bernardino County,Chino,-117.691254,33.997201
3878,,,HIFLD,SUBSTATION,305888,Basilone,69,92672,CA,San Diego County,Unincorporated,-117.582486,33.387443
3879,,,HIFLD,NOT AVAILABLE,305891,Unknown,115,93251,CA,Kern County,Unincorporated,-119.726019,35.423712
3880,,,HIFLD,SUBSTATION,305923,Unknown,70,93249,CA,Kern County,Unincorporated,-119.8580579,35.62311253
3881,,,HIFLD,SUBSTATION,305938,Unknown,66,90230,CA,Los Angeles County,Culver City,-118.4098899,34.00448248
3882,,,HIFLD,NOT AVAILABLE,305953,Unknown,60,94577,CA,Alameda County,San Leandro,-122.1617208,37.71564115
3883,,,HIFLD,RISER,305977,Unknown,,92807,CA,Orange County,Anaheim,-117.748178,33.873979
3884,,,HIFLD,SUBSTATION,306009,Westwind,,93501,CA,Kern County,Unincorporated,-118.2915928,35.00123372
3885,,,HIFLD,SUBSTATION,306031,Unknown,,93306,CA,Kern County,Unincorporated,-118.9236724,35.36204761
3886,,,HIFLD,NOT AVAILABLE,306054,Unknown,230,93635,CA,Merced County,Unincorporated,-120.9645001,37.01326123
3887,,,HIFLD,NOT AVAILABLE,306093,Unknown,115,92258,CA,Riverside County,Unincorporated,-116.580361,33.92104
3888,,,HIFLD,NOT AVAILABLE,306099,Unknown,60,95828,CA,Sacramento County,Unincorporated,-121.3890003,38.47444995
3889,,,HIFLD,SUBSTATION,306122,Unknown,,96113,CA,Lassen County,Unincorporated,-120.1383191,40.19028129
3890,,,HIFLD,RISER,306151,Unknown,69,92802,CA,Orange County,Anaheim,-117.929159,33.817898
3891,,,HIFLD,SUBSTATION,306158,Unknown,115,93280,CA,Kern County,Unincorporated,-119.4387221,35.60173933
3892,,,HIFLD,NOT AVAILABLE,306222,Unknown,,92324,CA,San Bernardino County,Colton,-117.3582746,34.04434976
3893,,,HIFLD,NOT AVAILABLE,306255,Unknown,34,92314,CA,San Bernardino County,Unincorporated,-116.849682,34.26864519
3894,,,HIFLD,SUBSTATION,306264,Unknown,69,92131,CA,San Diego County,San Diego,-117.1133133,32.91035709
3895,,,HIFLD,SUBSTATION,306310,Unknown,,93251,CA,Kern County,Unincorporated,-119.6329544,35.41283614
3896,,,HIFLD,SUBSTATION,306316,Unknown,66,93536,CA,Los Angeles County,Lancaster,-118.3028791,34.69791598
3897,,,HIFLD,SUBSTATION,306327,Unknown,,92282,CA,Riverside County,Unincorporated,-116.6632513,33.94620788
3898,,,HIFLD,SUBSTATION,306332,Unknown,60,95369,CA,Merced County,Unincorporated,-120.4444165,37.47786601
3899,,,HIFLD,SUBSTATION,306349,Station G,,94115,CA,San Francisco County,San Francisco,-122.4406203,37.78158607
3900,,,HIFLD,NOT AVAILABLE,306375,Unknown,66,90249,CA,Los Angeles County,Gardena,-118.3176222,33.91632351
3901,,,HIFLD,SUBSTATION,306419,Unknown,,91406,CA,Los Angeles County,Los Angeles,-118.4841649,34.1936012
3902,,,HIFLD,SUBSTATION,306421,Unknown,66,91761,CA,San Bernardino County,Ontario,-117.580237,34.01895385
3903,,,HIFLD,SUBSTATION,306433,Unknown,60,95632,CA,Sacramento County,Galt,-121.2829216,38.29120621
3904,,,HIFLD,SUBSTATION,306451,Unknown,,92592,CA,Riverside County,Unincorporated,-117.1043183,33.45386223
3905,,,HIFLD,SUBSTATION,306472,Unknown,115,93524,CA,Kern County,Unincorporated,-117.6977453,34.93011308
3906,,,HIFLD,SUBSTATION,306493,Unknown,60,95757,CA,Sacramento County,Unincorporated,-121.454626,38.379263
3907,,,HIFLD,SUBSTATION,306508,Alamorio,,92227,CA,Imperial County,Unincorporated,-115.4232586,32.9531806
3908,,,HIFLD,RISER,306533,Unknown,60,95670,CA,Sacramento County,Rancho Cordova,-121.282861,38.580419
3909,,,HIFLD,NOT AVAILABLE,306556,Unknown,60,95828,CA,Sacramento County,Unincorporated,-121.38824,38.472581
3910,,,HIFLD,NOT AVAILABLE,306557,Unknown,66,91710,CA,San Bernardino County,Chino,-117.6975046,33.98284277
3911,,,HIFLD,SUBSTATION,306584,Unknown,66,90242,CA,Los Angeles County,Downey,-118.1109124,33.909984
3912,,,HIFLD,SUBSTATION,306588,Unknown,,92283,CA,Imperial County,Unincorporated,-114.7141725,32.73817992
3913,,,HIFLD,SUBSTATION,306589,Rock Creek,,95915,CA,Plumas County,Unincorporated,-121.3456093,39.90537908
3914,,,HIFLD,SUBSTATION,306659,Unknown,,91401,CA,Los Angeles County,Los Angeles,-118.4454254,34.17980237
3915,,,HIFLD,RISER,306682,Unknown,69,92806,CA,Orange County,Anaheim,-117.8809189,33.85282342
3916,,,HIFLD,SUBSTATION,306683,Unknown,115,93280,CA,Kern County,Unincorporated,-119.4556522,35.71708136
3917,,,HIFLD,SUBSTATION,306722,Unknown,,96130,CA,Lassen County,Susanville,-120.5131746,40.40448845
3918,,,HIFLD,SUBSTATION,306729,Unknown,66,93501,CA,Kern County,Unincorporated,-118.3050265,35.07902127
3919,,,HIFLD,SUBSTATION,306768,Unknown,230,90068,CA,Los Angeles County,Los Angeles,-118.3370583,34.12370611
3920,,,HIFLD,RISER,306782,Unknown,66,92870,CA,Orange County,Placentia,-117.8381292,33.88872111
3921,,,HIFLD,SUBSTATION,306810,Unknown,,93501,CA,Kern County,Unincorporated,-118.2409837,35.0085041
3922,,,HIFLD,RISER,306841,Unknown,60,94027,CA,San Mateo County,Atherton,-122.2123426,37.43709361
3923,,,HIFLD,RISER,306852,Unknown,60,95816,CA,Sacramento County,Sacramento,-121.4520008,38.58301115
3924,,,HIFLD,SUBSTATION,306853,Unknown,115,93444,CA,San Luis Obispo County,Unincorporated,-120.5011561,35.09947026
3925,,,HIFLD,SUBSTATION,306864,Unknown,115,93955,CA,Monterey County,Seaside,-121.792306,36.64398419
3926,,,HIFLD,NOT AVAILABLE,306875,Unknown,,92283,CA,Imperial County,Unincorporated,-114.6159791,32.75286658
3927,,,HIFLD,SUBSTATION,306918,Unknown,230,94571,CA,Solano County,Unincorporated,-121.7774523,38.12037788
3928,,,HIFLD,RISER,306951,Unknown,66,92618,CA,Orange County,Irvine,-117.727238,33.629397
3929,,,HIFLD,RISER,306962,Unknown,66,90262,CA,Los Angeles County,Lynwood,-118.213261,33.9372718
3930,,,HIFLD,SUBSTATION,306965,Unknown,220,93501,CA,Kern County,Unincorporated,-118.2923992,35.0385861
3931,,,HIFLD,SUBSTATION,306978,Unknown,66,93560,CA,Kern County,Unincorporated,-118.2519291,34.90128694
3932,,,HIFLD,SUBSTATION,306985,Unknown,66,90745,CA,Los Angeles County,Carson,-118.2846105,33.80775532
3933,,,HIFLD,RISER,307055,Unknown,66,91710,CA,San Bernardino County,Chino,-117.689383,33.997423
3934,,,HIFLD,RISER,307067,Unknown,69,92806,CA,Orange County,Anaheim,-117.8871492,33.84715568
3935,,,HIFLD,SUBSTATION,307107,Cache Junction,115,95423,CA,Lake County,Unincorporated,-122.611871,39.011915
3936,,,HIFLD,SUBSTATION,307123,Unknown,,96056,CA,Lassen County,Unincorporated,-121.2517696,40.97259507
3937,,,HIFLD,DEAD END,307139,Unknown,66,92867,CA,Orange County,Orange,-117.8753106,33.80245181
3938,,,HIFLD,SUBSTATION,307143,Unknown,60,94530,CA,Contra Costa County,El Cerrito,-122.306541,37.90985023
3939,,,HIFLD,RISER,307145,Unknown,66,92886,CA,Orange County,Yorba Linda,-117.827491,33.899502
3940,,,HIFLD,NOT AVAILABLE,307168,Unknown,60,94513,CA,Contra Costa County,Unincorporated,-121.6410619,37.92552036
3941,,,HIFLD,SUBSTATION,307176,Unknown,66,92614,CA,Orange County,Irvine,-117.8543789,33.694054
3942,,,HIFLD,NOT AVAILABLE,307188,Unknown,60,93204,CA,Kings County,Unincorporated,-120.0926676,36.03630971
3943,,,HIFLD,SUBSTATION,307203,Unknown,115,92277,CA,San Bernardino County,Twentynine Palms,-116.1070727,34.14982379
3944,,,HIFLD,SUBSTATION,307217,Ritter Ranch,,93551,CA,Los Angeles County,Palmdale,-118.2030567,34.57931763
3945,,,HIFLD,SUBSTATION,307235,Unknown,115,95666,CA,Amador County,Unincorporated,-120.2200741,38.51695194
3946,,,HIFLD,SUBSTATION,307262,Calpeak,69,92154,CA,San Diego County,San Diego,-116.9442836,32.56703124
3947,,,HIFLD,NOT AVAILABLE,307297,Unknown,66,92505,CA,Riverside County,Riverside,-117.4689073,33.907614
3948,,,HIFLD,RISER,307312,Unknown,69,92801,CA,Orange County,Anaheim,-117.923451,33.850728
3949,,,HIFLD,RISER,307338,Unknown,66,90025,CA,Los Angeles County,Los Angeles,-118.4319945,34.05039722
3950,,,HIFLD,SUBSTATION,307354,Unknown,,90810,CA,Los Angeles County,Carson,-118.2352591,33.8418541
3951,,,HIFLD,SUBSTATION,307362,Big Oaks,,92220,CA,Riverside County,Unincorporated,-116.8571773,34.03045231
3952,,,HIFLD,SUBSTATION,307375,Unknown,66,93501,CA,Kern County,Unincorporated,-118.3206692,35.05529965
3953,,,HIFLD,SUBSTATION,307398,Unknown,,93251,CA,Kern County,Unincorporated,-119.728293,35.484436
3954,,,HIFLD,RISER,307427,Unknown,66,91710,CA,San Bernardino County,Chino,-117.714451,33.997001
3955,,,HIFLD,SUBSTATION,307431,Delevan,,95979,CA,Colusa County,Unincorporated,-122.2693177,39.36840805
3956,,,HIFLD,SUBSTATION,307435,Wolfskill,,94534,CA,Solano County,Fairfield,-122.075167,38.228074
3957,,,HIFLD,RISER,307451,Unknown,,91763,CA,San Bernardino County,Montclair,-117.689441,34.067319
3958,,,HIFLD,NOT AVAILABLE,307478,Unknown,34,92314,CA,San Bernardino County,Unincorporated,-116.8662641,34.26532955
3959,,,HIFLD,RISER,307518,Unknown,66,91789,CA,Los Angeles County,Industry,-117.8381709,34.00772049
3960,,,HIFLD,NOT AVAILABLE,307522,Unknown,,93656,CA,Fresno County,Unincorporated,-119.896119,36.44521542
3961,,,HIFLD,SUBSTATION,307550,Unknown,69,92020,CA,San Diego County,El Cajon,-116.9717939,32.79686409
3962,,,HIFLD,SUBSTATION,307575,Unknown,60,95819,CA,Sacramento County,Sacramento,-121.4327052,38.57082547
3963,,,HIFLD,NOT AVAILABLE,307580,Unknown,115,93308,CA,Kern County,Unincorporated,-119.0288662,35.49929372
3964,,,HIFLD,RISER,307667,Unknown,69,92807,CA,Orange County,Anaheim,-117.793024,33.859701
3965,,,HIFLD,SUBSTATION,307690,Unknown,115,95619,CA,El Dorado County,Unincorporated,-120.8247442,38.69464422
3966,,,HIFLD,RISER,307704,Unknown,66,91702,CA,Los Angeles County,Azusa,-117.934054,34.115329
3967,,,HIFLD,SUBSTATION,307716,Unknown,,92364,CA,San Bernardino County,Unincorporated,-115.4360263,35.57333483
3968,,,HIFLD,NOT AVAILABLE,307724,Unknown,,92234,CA,Riverside County,Cathedral City,-116.456445,33.8611
3969,,,HIFLD,NOT AVAILABLE,307728,Unknown,60,95610,CA,Sacramento County,Citrus Heights,-121.2623414,38.67131534
3970,,,HIFLD,NOT AVAILABLE,307744,Unknown,66,93215,CA,Kern County,Unincorporated,-119.0985142,35.73292428
3971,,,HIFLD,SUBSTATION,307747,Unknown,,96150,CA,El Dorado County,South Lake Tahoe,-119.9418813,38.95240378
3972,,,HIFLD,SUBSTATION,307764,De Sabla,60,95954,CA,Butte County,Unincorporated,-121.632129,39.87074822
3973,,,HIFLD,RISER,307770,Unknown,115,95134,CA,Santa Clara County,San Jose,-121.954024,37.423453
3974,,,HIFLD,SUBSTATION,307794,Unknown,66,91773,CA,Los Angeles County,San Dimas,-117.8126833,34.077244
3975,,,HIFLD,SUBSTATION,307800,Unknown,66,90025,CA,Los Angeles County,Los Angeles,-118.432023,34.050384
3976,,,HIFLD,SUBSTATION,307802,Unknown,,93560,CA,Kern County,Unincorporated,-118.3621916,35.03902924
3977,,,HIFLD,TAP,307843,Unknown,66,93033,CA,Ventura County,Unincorporated,-119.1216013,34.18225748
3978,,,HIFLD,TAP,307844,Unknown,,95608,CA,Sacramento County,Unincorporated,-121.336685,38.61369673
3979,,,HIFLD,TAP,307845,Meadow Lane Tap,,94598,CA,Contra Costa County,Walnut Creek,-122.051362,37.9119734
3980,,,HIFLD,TAP,307849,Unknown,66,93215,CA,Tulare County,Unincorporated,-119.2501801,35.80494139
3981,,,HIFLD,TAP,307850,Unknown,66,93551,CA,Los Angeles County,Palmdale,-118.1401953,34.56514574
3982,,,HIFLD,TAP,307854,Unknown,34,92314,CA,San Bernardino County,Unincorporated,-116.8263422,34.26123927
3983,,,HIFLD,TAP,307855,Calmat Tap,60,94566,CA,Alameda County,Unincorporated,-121.8298149,37.66408653
3984,,,HIFLD,TAP,307856,Kirker Tap 2,115,94565,CA,Contra Costa County,Pittsburg,-121.9065052,38.02121936
3985,,,HIFLD,TAP,307862,Unknown,,96075,CA,Tehama County,Unincorporated,-121.8787277,40.39525108
3986,,,HIFLD,TAP,307863,Unknown,,92314,CA,San Bernardino County,Unincorporated,-116.8228536,34.29415754
3987,,,HIFLD,TAP,307866,Edes Tap 1,115,94621,CA,Alameda County,Oakland,-122.1941947,37.74150412
3988,,,HIFLD,TAP,307867,Unknown,60,95203,CA,San Joaquin County,Stockton,-121.3199449,37.94353109
3989,,,HIFLD,TAP,307868,Unknown,60,95757,CA,Sacramento County,Elk Grove,-121.3731293,38.38710563
3990,,,HIFLD,TAP,307869,Aidlin Tap,115,95425,CA,Sonoma County,Unincorporated,-122.880918,38.80999
3991,,,HIFLD,TAP,307870,Unknown,115,94806,CA,Contra Costa County,Richmond,-122.3503663,37.99554193
3992,,,HIFLD,TAP,307872,Banta Carbona Tap,60,95304,CA,San Joaquin County,Unincorporated,-121.3116269,37.71286419
3993,,,HIFLD,TAP,307873,Unknown,115,96001,CA,Shasta County,Redding,-122.395057,40.587101
3994,,,HIFLD,TAP,307874,Unknown,66,93066,CA,Ventura County,Unincorporated,-119.0766186,34.26357317
3995,,,HIFLD,TAP,307875,Unknown,66,90703,CA,Los Angeles County,Cerritos,-118.0996814,33.88213001
3996,,,HIFLD,TAP,307877,Unknown,66,91706,CA,Los Angeles County,Baldwin Park,-117.9729991,34.06794443
3997,,,HIFLD,TAP,307878,Unknown,66,91761,CA,San Bernardino County,Ontario,-117.542053,34.04794
3998,,,HIFLD,TAP,307879,Unknown,60,95987,CA,Colusa County,Unincorporated,-122.1328755,39.11213837
3999,,,HIFLD,TAP,307880,Unknown,60,95240,CA,San Joaquin County,Unincorporated,-121.1782052,38.10164971
4000,,,HIFLD,TAP,307881,Glendale South Tap 2,66,90039,CA,Los Angeles County,Los Angeles,-118.2536755,34.10444987
4001,,,HIFLD,TAP,307883,Station L (Scattergood) Tap,,90245,CA,Los Angeles County,El Segundo,-118.4280023,33.93011177
4002,,,HIFLD,TAP,307884,Unknown,60,95901,CA,Yuba County,Unincorporated,-121.3318233,39.11368599
4003,,,HIFLD,TAP,307889,Unknown,115,92345,CA,San Bernardino County,Unincorporated,-117.3246091,34.30834833
4004,,,HIFLD,TAP,307890,Unknown,66,92408,CA,San Bernardino County,San Bernardino,-117.2852639,34.08614238
4005,,,HIFLD,TAP,307898,Avena Tap 2,115,95320,CA,San Joaquin County,Unincorporated,-121.0549472,37.84282267
4006,,,HIFLD,TAP,307900,Unknown,60,95815,CA,Sacramento County,Sacramento,-121.4462905,38.62018608
4007,,,HIFLD,TAP,307902,Unknown,66,91706,CA,Los Angeles County,Irwindale,-117.9323809,34.11346788
4008,,,HIFLD,TAP,307903,Unknown,60,93245,CA,Kings County,Unincorporated,-119.780118,36.225781
4009,,,HIFLD,TAP,307904,Unknown,60,95640,CA,Amador County,Unincorporated,-120.9093071,38.28699146
4010,,,HIFLD,TAP,307906,Unknown,,94607,CA,Alameda County,Oakland,-122.288374,37.798803
4011,,,HIFLD,TAP,307907,Urich Tap,60,94553,CA,Contra Costa County,Unincorporated,-122.101782,38.026372
4012,,,HIFLD,TAP,307911,Unknown,66,93292,CA,Tulare County,Visalia,-119.2519946,36.33842459
4013,,,HIFLD,TAP,307913,Unknown,60,95815,CA,Sacramento County,Sacramento,-121.4602088,38.60613694
4014,,,HIFLD,TAP,307915,Unknown,66,93552,CA,Los Angeles County,Unincorporated,-118.0584283,34.60224143
4015,,,HIFLD,TAP,307918,Unknown,115,95363,CA,Stanislaus County,Patterson,-121.1877655,37.47268396
4016,,,HIFLD,TAP,307919,Unknown,,92354,CA,San Bernardino County,Loma Linda,-117.2436755,34.03598941
4017,,,HIFLD,TAP,307920,Unknown,60,95683,CA,Sacramento County,Unincorporated,-121.1608993,38.49313789
4018,,,HIFLD,TAP,307923,Valley Home Tap 1,115,95361,CA,San Joaquin County,Unincorporated,-120.9451235,37.85671663
4019,,,HIFLD,TAP,307928,Unknown,66,92683,CA,Orange County,Westminster,-118.0294503,33.75916555
4020,,,HIFLD,TAP,307932,Unknown,60,95360,CA,Stanislaus County,Unincorporated,-121.0493135,37.3333034
4021,,,HIFLD,TAP,307933,Unknown,66,91786,CA,San Bernardino County,Upland,-117.6981177,34.09972126
4022,,,HIFLD,TAP,307934,Unknown,60,95240,CA,San Joaquin County,Lodi,-121.2607145,38.10191624
4023,,,HIFLD,TAP,307937,Unknown,66,90650,CA,Los Angeles County,Norwalk,-118.1002895,33.901964
4024,,,HIFLD,TAP,307941,Unknown,92,92239,CA,Riverside County,Unincorporated,-116.1637264,33.7445033
4025,,,HIFLD,TAP,307943,Cajalco Tap,115,92571,CA,Riverside County,Perris,-117.2171981,33.83649792
4026,,,HIFLD,TAP,307945,Unknown,60,96130,CA,Lassen County,Unincorporated,-120.6862385,40.42960075
4027,,,HIFLD,TAP,307955,Federalgen Tap,66,90040,CA,Los Angeles County,Commerce,-118.1670306,33.9806205
4028,,,HIFLD,TAP,307956,Unknown,60,95823,CA,Sacramento County,Unincorporated,-121.4568312,38.4917305
4029,,,HIFLD,TAP,307962,Otay Tap,69,91911,CA,San Diego County,San Diego,-117.058148,32.589357
4030,,,HIFLD,TAP,307972,Unknown,230,93706,CA,Fresno County,Fresno,-119.897108,36.705577
4031,,,HIFLD,TAP,307975,Unknown,69,91935,CA,San Diego County,Unincorporated,-116.6987376,32.6677923
4032,,,HIFLD,TAP,307977,Lockheed 2 Tap,,94089,CA,Santa Clara County,Sunnyvale,-122.005895,37.41482778
4033,,,HIFLD,TAP,307979,Unknown,115,92282,CA,Riverside County,Unincorporated,-116.7196688,33.92538212
4034,,,HIFLD,TAP,307981,Woodland Tap,115,95645,CA,Yolo County,Unincorporated,-121.755229,38.804079
4035,,,HIFLD,TAP,307982,Unknown,66,90670,CA,Los Angeles County,Santa Fe Springs,-118.052229,33.944109
4036,,,HIFLD,TAP,307985,Unknown,,95215,CA,San Joaquin County,Unincorporated,-121.1946176,37.98838182
4037,,,HIFLD,TAP,307987,Unknown,66,90255,CA,Los Angeles County,Huntington Park,-118.194897,33.963524
